textDisplay,videojuego,moderationStatus,sentimiento
piter parker traje black hizo mini trastradores 4 i le inyecta en el traje de miles morales para salvarlo y uno a gata black felicia q hizo portales es ella inteligente usa inteligencia arficial y creo portales y park er le instaló mini rastrador y uno a mery ye para cuidarla saber y uno al dr lagarto q es su amigo y le puso rastrador lla q este le enseñó esto y es antagonista sal va a parker le cono ce su pensamiento cuando venon y cazador van a matarlo lagarto le da colazo sal va a parker y lagarto recuerda q le salbo de duende q le matase con tóxico y ele tricidad piter le salbo por eso lagarto pasa jugando con piter parker black no le mata son los protagonistas 6000 calidad fresca aki en 2024 la difru to más cálida fresca,Kingdom Hearts III,,
alchile es un 8 o 8 5,Kingdom Hearts III,,
a href https www youtube com watch v zf2rd1t5bk amp t 6m38s 6 38 a vaya cachondeo el bicho 30 segundos seguidos recibiendo golpes y el comunicador dice que son peleas intensas y desafiantes,Kingdom Hearts III,,
ol,Kingdom Hearts III,,
black cat robo un artefacto del doctor strange,Kingdom Hearts III,,
is that spider man or raiden,Kingdom Hearts III,,
sin más un juego divertido que puede merecer la pena pero que en pocos años caerá en el olvido,Kingdom Hearts III,,
soy yo o se ve peor que él miles morales y el original,Kingdom Hearts III,,
oww se ve bonito,Kingdom Hearts III,,
25 horas que a mi me costarán 70 jajaja br gracias por el análisis carlos me han entrado muchas ganas de jugarlo tenía mis dudas pero viendo la pasión con la que hablas de él creo que voy a tardar poco en caer en sus redes,Kingdom Hearts III,,
qué coño son quot ezpis quot o algo así,Kingdom Hearts III,,
que ganas de fumarme este juego,Kingdom Hearts III,,
un 9 3 queeeeeeee no os lo creéis ni vosotros eso es lo que se tenía que llevar un juego el doble de grande y mucho menos repetitivo como es starfield sin verguenzas peseteros de sony,Kingdom Hearts III,,
pero bueno no os olvidéis que activision es ahora propiedad de microsoft jeje,Kingdom Hearts III,,
en un juego de sony fua es de lo mejor no tiene nada malo juego de xbox está bien pero tiene muchos bugs no va a 60 frames dais asco,Kingdom Hearts III,,
prensa sonyer,Kingdom Hearts III,,
mucho fanboy de xbox como me parto de risa y mas sabiendo que su super exclusivo es un bodrio bloqueado a 30 fps y no pasa del 83,Kingdom Hearts III,,
no quiero ver nada aporque no me quiero spoilear pero se que vale la pena lo tengo reservado desde que se podía reservar,Kingdom Hearts III,,
en mi opinión decir que es el mejor juego de la historia de spiderman no es mojarse,Kingdom Hearts III,,
lo de los aros cuando planeas eso se puede ocultar,Kingdom Hearts III,,
quot alarañas quot ay estos españoles,Kingdom Hearts III,,
si se dan cuenta este video es full 1nutil no aporta nada y solo habla de cosas obvias jaja lo vemos por las ansias que tenemos,Kingdom Hearts III,,
mucho hyipe por tener el juego ya,Kingdom Hearts III,,
y yo que no me he terminado ninguno porque se me hace repetitivo,Kingdom Hearts III,,
muy tarde esre video ya lo reserve hace una semana xd,Kingdom Hearts III,,
mmmm nose no me convence este juego todavia sigo viendo mucho del anterior que jugué y si me pones al lado el batman arkham city comparando el vuelo no veo algo distintivo y el hecho que le quitaron el modo sigilo me parece negativo por que era algo que ayudaba a bajar el ritmo del juego y no se convirtiera en machaca botones veo un juego igual a lo que fue zelda tears of the kimgdom un juego con un gran dlc como mucho por los aspectos positivos realmente llegaria a un 8 5 como su antecesor cuando se lanzó,Kingdom Hearts III,,
no se si soy yo pero mucho hud pero es comprensible por las nuevas mecanicas de juego pero se siento como si me fuera a perder,Kingdom Hearts III,,
goty,Kingdom Hearts III,,
la gente se preocupa por lo de solo 25 horas para el platino pero yo por ejemplo al primer spider man le eche casi 200 horas sin aburrirme,Kingdom Hearts III,,
joder macho con el tipico comentario de quot no busca reinventar nada quot que necesitais vosotros,Kingdom Hearts III,,
sony y spider man mejor es halo y xbox,Kingdom Hearts III,,
pintaza imsomniac es un de los estudios del momento muchas ganas de ver qué están preparando con wolverine,Kingdom Hearts III,,
deberian de encargarse de alguna saga de iron man,Kingdom Hearts III,,
ajjajaja son los mejores vendiendo su anitol basuras vándalos,Kingdom Hearts III,,
a href https www youtube com watch v zf2rd1t5bk amp t 6m40s 6 40 a si habéis querido ejemplificar en imágenes lo que estáis diciendo no habéis podido coger imágenes mas desacertadas br decís una cosa y mostráis completamente lo opuesto,Kingdom Hearts III,,
lo mismo de siempre cagada de juego,Kingdom Hearts III,,
tengo que decir algo antes de ver el vídeo y espero que alguien me responda cómo cojones van a opinar si vale la pena el juego si no a salido no se supone que salía el 21 tengo entendido,Kingdom Hearts III,,
me hace gracia esta gente que dicen que es continuista normal que quieres que sea un shooter parecéis retrasados en vandal y los haters de xbox luego al zelda que era mega continuista le poneis 10 ainsss,Kingdom Hearts III,,
chau starfield,Kingdom Hearts III,,
resumen si vale la pena,Kingdom Hearts III,,
solo decir muchas gracias sony esto parece películas soy fanático del spiderman ps5 esta on fire,Kingdom Hearts III,,
vamos a ver cómo sony se las apaña para lo que se le viene con un solo juego,Kingdom Hearts III,,
el juego ultra corto parece dlc y a 80 napos xd,Kingdom Hearts III,,
hubiera sido un juegazo con unreal 5,Kingdom Hearts III,,
primer dia de rrseñas y ya tiene mas de 100 notas en metacritic no como otros estudios que solo le dan copia del juego a las páginas que llevan una x en su nombre,Kingdom Hearts III,,
hombre normal es un dlc como no va a tener la misma movilidad xd,Kingdom Hearts III,,
que buena pelicula v,Kingdom Hearts III,,
una pregunta y por qué no salió para ps4,Kingdom Hearts III,,
amo zelda totk pero este spiderman 2 pinta a goty br br rip xbox,Kingdom Hearts III,,
a ver gente es una secuela obviamente no van a innovar como es el segundo juego pues a mí me parece bien ya que el primero es un juegazo eso si una nueva entrega ya tendría que ser mucho más revolucionaria para que merezca la pena,Kingdom Hearts III,,
goty,Kingdom Hearts III,,
me da verg enza que pongan quot merece la pena quot que falta de respeto están de coña,Kingdom Hearts III,,
le están dando unas notas increíbles de todas partes a disfrutar de este juegazo gente y ni caso a lo que digan los tóxicos de siempre,Kingdom Hearts III,,
juegazo no me interesaba conseguirlo pero ahora viéndolo creo que en navidad me compraré este y el sonic superstars probé el mario wonder y se me hizo aburridísimo,Kingdom Hearts III,,
comenta si tienes ps4 y tienes confianza en que salga para ps4,Kingdom Hearts III,,
tirándole flores a sony vandal,Kingdom Hearts III,,
te hacen una carga invisble que es ponerte la pantalla en negro pero eh si lo hace starfield mal como se os ve el plumero piperos peleas desafiantes que no se trata de repetir un patron y se ve a spiderman simbionte dando el mismo combo de puñetazos contra el lagarto una y otra vez no nos engañemos es un buen juego pero siendo el mismo juego que el anterior eso deberia restar puntos luego nos quejamos de que son iguales los assasin creed los fifa,Kingdom Hearts III,,
me gusta spiderman pero el cinismo de esta gente es bestial casi me ofende br seamos sinceros sigue siendo spiderman puedo ver con claridad que algo raro pasa y me ofende que subestimen mi inteligencia,Kingdom Hearts III,,
esto es un dlc que no nos engañen que nos digan la verdad,Kingdom Hearts III,,
39 spidersaludos me gustó tu video de la gran novedad que se tiene sobre marvel spider man 2,Kingdom Hearts III,,
spidergotyman 2,Kingdom Hearts III,,
dios mio amigo porque la gente es tan toxica coño que esto es una secuela esperen a jugar el juego no se guíen solo por una review de algo que ni mostraron completamente esto no es una nueva ip sigue la linea con su antiguo predecesor el spider man 1 y es un juego de spider man hay gente que lo alaba demás si hay gente que espera a ver el juego y criticarlo pq si solo pq le arde las opiniones de la gente que lo alaba demás ignoralos y ya no te dediques a hacer la misma mierda e incluso peor esta comunidad esta condenada zelda totk es tan dlc que te lo pasas yendo al grano en unas 50 horas el spider man lo platinas en 25 pero es que la percepción del tiempo se altera en los juegos haces pausa para comer ir al baño etc no estás pegado las 24 horas eso es solo no cuidar el dlc es diferente pero claro eso solo lo dice la gente toxica que no ha estado en la industria esto se lleva haciendo con las secuelas desde la ness pero claro estas personas apenas y son de esta generación de consolas jajajaj en serio que comunidad más mierda espero disfruten el juego los que lo juegan y no la gente que solo ve opiniones ajenas de vídeos o otras cosas buen día a todos bg3 o zelda totk mi candidato a goty jsjsj y tal vez el spider man cuando lo juegue,Kingdom Hearts III,,
jajajaja es increible la cantidad de ardor que hay entre los xboxers no importa que tengan a bethesda y activision siempre tienen envidia de lo que hay en las demas consolas,Kingdom Hearts III,,
que gracioso como alaban a repetitividad en este juego mientras a otros lo tunden por eso a href https www youtube com watch v zf2rd1t5bk amp t 6m38s 6 38 a quot el plato fuerte del juego son los jefes con combates intensos y desafieantes donde nos obligan a usar el entorno a nuestro favor quot ni siquiera se movió del sitio se quedó en el mismo lugar pulsando un botón sin sufrir daño o estaba en modo fácil,Kingdom Hearts III,,
si lo compro en la playstation store ya deja jugar,Kingdom Hearts III,,
bueno en mi opinión en el primer juego si me aburrieron esas misiones secundarias dónde debes encontrar varias cosas como las mochilas y atrapar las palomas y este juego es un meh ya que regresa eso solo que atrapando robots ahora,Kingdom Hearts III,,
buahhh los gráficos me decepcionaron se ven casi igual que en ps4,Kingdom Hearts III,,
sabes si este tiene tiempo dinámico o es como el primero que no pasaba el tiempo,Kingdom Hearts III,,
primer dia de reseñas y ya tiene mas de 100 reseñas distintas en metacritic cuando un estudio confia en su videojuego se nota no como bethesta que le da las copias de reseña nomas a 20 paginas para que tenga nota alta de salida,Kingdom Hearts III,,
le pintan un 9 2 a otro dlc de los dos primeros increíble,Kingdom Hearts III,,
pero que le pasa a esta página a leguas se ve que es un juego casi perfecto el primer y real nex gen y le pone esa nota,Kingdom Hearts III,,
increíble lo que argumenta de los bosses mientras enseña un combate en el que el boss solo se dedica a recibir golpes xd,Kingdom Hearts III,,
es una broma no,Kingdom Hearts III,,
joder macho que lastima lo del bubniak ver a ese peter tan bien hecho en esta historia hubiese sido increíble jamas sentí tanta empatia con un peter parker este niño no identifica con nada,Kingdom Hearts III,,
los gamers estamos de enhorabuena que nunca nos falten obras maestras como este juego,Kingdom Hearts III,,
dice que si vale la pena br la pregunta ofende vandal,Kingdom Hearts III,,
like numero 932,Kingdom Hearts III,,
la verdad tiene mas pinta de dlc que de juego completo yo veo lo mismo de siempre,Kingdom Hearts III,,
lo único del análisis es lo dr las misiones secundarias todos absolutamente todos los juegos se repiten unos más que otros obviamente pero en ragnarok lo único que diferenciaba las misiones secundarias en la narrativa de resto es igual ir del punto a al b y combatir pero en algunos juegos los que hacen el análisis en todos estos canales se victimizan de las misiones secundarias,Kingdom Hearts III,,
lastima que juego en pc pero espero que saquen pronto la version para pc porque la ps5 esta mas cara que el pingo,Kingdom Hearts III,,
menuda nota más hinchada ni de broma es un juego de 9,Kingdom Hearts III,,
jajajajaja solo con los juegos de sony todo es bueno que risa como dicen que es continuista pero dicen que lo perfecciona jajajsjsjsja que no se note lo comprado que están está gente muy bonito el spiderman pero de un 80 no pasa se roban la mecánica de planeo de batman el estilo de pelea y la manera de hacer las misiones pero bueno así estamos en estos tiempos,Kingdom Hearts III,,
ojalá en un futuro hagan un dlc o un título para spider gwen pedir ya un spider verse sería demasiado,Kingdom Hearts III,,
pero si es el mismo juego tercera parte con otra historia claro faltaría más jajajajajajajja te tienes que reír con la panda del moco esta donde siempre lo tenéis,Kingdom Hearts III,,
le doctore young no tengo mas que decir asco woke,Kingdom Hearts III,,
creo que al fan de xbox no le va a gustar este video,Kingdom Hearts III,,
lo veo muy muy similar al primer spiderman con otras mecanicas pero me da igual porque el primero era y sigue siendo bestial y eso ya es mucho para disfrutar con la siguiente aventura,Kingdom Hearts III,,
era necesario dejar tanto tiempo la persecucion de black cat me hiciste ahí tremendo spoiler bueno al menos no fue tanto spoiler comparado a otros medios qué empiezan con 3d que apenas vi 3 minutos y adiós jaja,Kingdom Hearts III,,
repito de nuevo el simbionten venom es bueno repito,Kingdom Hearts III,,
no veas como se nota que es de nueva generacion menos malllllllllllllllllllllllll por dios,Kingdom Hearts III,,
esta de más ese título,Kingdom Hearts III,,
una verguenza parece un dlc no mas,Kingdom Hearts III,,
a href https www youtube com watch v zf2rd1t5bk amp t 6m40s 6 40 a lo que dices se contradice con lo que aparece en pantalla esa pelea contra el lagarto se ve pesima nisiquiera ataca devuelta,Kingdom Hearts III,,
xd,Kingdom Hearts III,,
los que decian que totk era un dlc donde estan un 9 3 le ponen vaya fandom de pagina,Kingdom Hearts III,,
considero a el merece la pena en el título como algo retórico una pregunta a ese estilo sí debe ser eso efectivamente,Kingdom Hearts III,,
en el título no tendría que poner merece la pena o no tendría que poner es un 10 el juego,Kingdom Hearts III,,
no,Kingdom Hearts III,,
goty 2023 este juego esta a punto de cambiar la humanidad y trascendencia a la historia del gaming como siempre solo en playstation,Kingdom Hearts III,,
alguien reservo el juego el game,Kingdom Hearts III,,
vandal tengo una pregunta se ve peor en el video o es q el juego se ve asi me refiero a los gráficos es q tengo el miedo de q se vea mal,Kingdom Hearts III,,
ni compras ni flautas aquí está el espíritu de los videojuegos los que pueden disfrutar de juegos como éste son los que ganan,Kingdom Hearts III,,
juegazo no veo las horas de poder jugarlo saludos cordiales desde argentina,Kingdom Hearts III,,
pueden hacer tambien la reseña del juego pero para ps4,Kingdom Hearts III,,
que lindos se ven esos 60 fps en ps5 ya de la espectacularidad del juego ni hablemos el que es usuario sabe y conoce la calidad de los gotys de playstation otro aaa que quitan el hipo junto con ratchet ragnarok forbiden west demon souls remake tlou parte 1 y final fantasy 16 esta gen para los jugadores,Kingdom Hearts III,,
me dices que sale en ps4 y me lo creo es un juegazo eso está claro pero yo me esperaba ver ese salto que demuestre que por fin ya está la nueva generación y que esté sería lo que fué quot uncharted 4 quot en 2016 en ps4 a tres años de la generación pero con spider man 2 en este caso y en ese aspecto no lo he visto y eso que lo he visto a 1080p y 60 fps y me sigue pareciendo un juego de ps4 más que de ps5 br a estas alturas pienso que no hay nada que no pueda mover una ps4 con sus recortes perfectamente esta nueva generación pienso que ha salido demasiado pronto y que el hecho de que sigan saliendo juegos en ps4 refuerza el hecho de que ps5 y xbox series no dejan de ser quot consolas vitaminadas quot de ps4 pro y xbox one x quizás sobre 2025 si que veamos los juegos de verdad next gen pero por el momento es un jarro de agua fría en mi opinión,Kingdom Hearts III,,
un triple a que otra vez juega sobre seguro un sistema de sigilo facil y obsoleto y misiones secundarias nuevamente repetitivas y obsoletas resultado demosle un 93 la prensa cuando sale un juego de sony le importa un bledo las cosas negativas jaja,Kingdom Hearts III,,
eso de gracias a las posibilidades de ps5 es relleno q no aporta a la prosa ac mirage es mejor sin duda y se valora menos,Kingdom Hearts III,,
en serio hay alguien que se cree la nota a esta altura era sabido que lo sobrevalorarian como hacen con todos los exclusivos de sony,Kingdom Hearts III,,
se viene la chupadera de pitó a papi geystation,Kingdom Hearts III,,
gran reseña,Kingdom Hearts III,,
jajajaja literal dijeron nos da igual que sea identico a los otros dos juegos mientras que de starfiel dijeron que repetía lo mismo de skyrim y por ello lo hacía monótono y repetitivo así o más comprados,Kingdom Hearts III,,
juego meco de 11 horas,Kingdom Hearts III,,
se viene el goty 23,Kingdom Hearts III,,
patrones en los bosses literal vi que peter le dio 50 golpes a lagarto y el solo los recibió y en esos 50 golpes el lagarto dio 4 golpes osea wtf,Kingdom Hearts III,,
se puede stremear ya el juego,Kingdom Hearts III,,
deci algo mas de venom para eso vinimos,Kingdom Hearts III,,
goty,Kingdom Hearts III,,
épico,Kingdom Hearts III,,
,Kingdom Hearts III,,
tengo la play pero no el juego 39 39 v,Kingdom Hearts III,,
goty,Kingdom Hearts III,,
fuerte dlc,Kingdom Hearts III,,
pero como no va a merecer la pena,Kingdom Hearts III,,
he jugado los dos en la play 5 porque cambiaron el juego ya no es lo que era no me gusta es súper aburrido prefiero los god of war antiguos,Kingdom Hearts III,,
esas voces chistosas en el doblaje españolete,Kingdom Hearts III,,
hola chicos perdón por poner esto aquí no conozco nadie de mi entorno que también tenga la consola tengo el código que me vino con la consola y no quiero el juego si alguien le interesa que me escriba gracias no lo vendo al mismo precio al que está en la store eso por supuesto,Kingdom Hearts III,,
que penoso es el doblaje de españa no le llega ni a la punta al de latinoamericana,Kingdom Hearts III,,
los últimos 2 juegos no merecen el nombre de god of war piensan que ponen mundo abierto a todos y los hacen buenos,Kingdom Hearts III,,
la historia es bastante pobre y muy diluida tiene buenos momentos pero no termina siendo más que un ascension,Kingdom Hearts III,,
a mi me gusto el juego en sí pero el sistema de combate en específico la cámara es asqueroso es tedioso dios el sistema de combate de horizont es mejor,Kingdom Hearts III,,
vamos a comenzarlo ahora mismo y eso que no he jugado absolutamente a ninguno y encima con música de bear mccready,Kingdom Hearts III,,
alguien sabe si es necesario haber jugado al de 2018 para poder disfrutar este,Kingdom Hearts III,,
kratos sienpre quiso a su familia fue por ares que kratos los mató engañado en una ilusión y es por eso que desata toda la furia con los diosos pero siempre tuvo sentimientos,Kingdom Hearts III,,
si papu no spoiler en ragnarok,Kingdom Hearts III,,
compré este juego y la verdad reconozco que ganó elden ring y bien merecido,Kingdom Hearts III,,
no comprendo como no fue el goty,Kingdom Hearts III,,
es un juegazo lo que más me sorprendió es que las batallas contra odín y thor estuvieron muy muy a la altura porque habiendo tenido la batalla final contra baldur en el anterior juego la verdad parecía insuperable pero lo lograron con mucho éxito las batallas son muy memorables lo único que me llegó a disgustar un poco era cuando tocaba jugar solo con atreus de ahí todo super bien,Kingdom Hearts III,,
muy bien 3 d juegos pero donde estan los puntos negativos que siempre los tiene un videojuego da igual que tan bueno sea es 0 objetiva la prensa en los 10 min no para hacer énfasis en lo bueno que es pero peca mucho de objetividad no se tiene que tener en cuenta para una compra,Kingdom Hearts III,,
me pereció aburrido la historia principal muy dispersa me aburre,Kingdom Hearts III,,
juego god of war desde que salió en el 2005 y debo decir que este gow ragnarok está el mas flojo en todos los aspectos por no decir el peor que ha salido hasta ahora sin duda los gráficos son de última generación pero no comparto la historia simplemente lo jugué y acabé pero no me da ganas de volverlo a jugar a comparación de las anteriores entregas que los habré jugado más de 10 veces cada uno este ultimo gow no da ganas de volverlo a jugar no me gusta jugar a la fuerza con atreus y escuchar a kratos hablar de amor y hacer el bien como que no me cuaja le ponen demasiado sentimentalismo como si a la fuerza te quisieran sacar una lagrima,Kingdom Hearts III,,
80 es el puto mismo juego que timo,Kingdom Hearts III,,
por que no agregaron la lucha sin armas el modo ira quedo horrible y no hace daño en las cinematicas tanto el 2018 como el ragnarok son geniales y hubiese sido genial que puedas hacer lo mismo en la lucha regular no hay variedad de remates en el trailer del 2018 hacia un remate exquisito a un enemigo con un combo de puños que nunca vio la luz en el juego el combo con el escudo es muy pobre hubieran aprovechado la brutalidad de kratos con un modo sin armas no solamente en cinematicas igualmente igualmente es un buen juego,Kingdom Hearts III,,
spoilers lo único que me decepcionó del juego fue la pelea final con thor siento que fue muy corta y básica y con el listón tan alto que dejó la primera pelea esta me pareció bastante mediocre y corta se que no podía ser muy intensa por q el boss final era odín pero igualmente estuvo muy por debajo de mis expectativas,Kingdom Hearts III,,
nadie va a mencionar que las imágenes previas que teníamos de heimdall y odín son un engaño,Kingdom Hearts III,,
linda peli,Kingdom Hearts III,,
me gusta mi idioma pero háganse un favor juéguenlo en ingles me agradecerán,Kingdom Hearts III,,
odín no tubo por qué matar a thor eso fue súper aburrido l,Kingdom Hearts III,,
que ganas de molestar hermano disfruten el juego muchachos que más es lo que piden tiene a un kratos maduro y con un final cariñoso con su hijo y aún así sigue siendo furioso y violento nose que más quieren disfruten que es un juegazo increíble,Kingdom Hearts III,,
lastima su final decepcionante para mi,Kingdom Hearts III,,
lo peor de juego jefes y musica muy pocos y sin epicidad vaya decepción ya que fue lo que se le critico al primero,Kingdom Hearts III,,
todos hemos tenido padres o madres br el niño huérfano,Kingdom Hearts III,,
bla bla si pero sin modos de desafíos ni un modo horda este juego se queda corto con solo la campaña,Kingdom Hearts III,,
santa monica saca dos juegazos seguidos a partir de una saga terminada hace 8 años br fans a la semana de salido el gow ragnarok pa cuando el siguiente juego,Kingdom Hearts III,,
que sea repetitivo no es mi problema el problema es que tiene muchos bug y muchas pantallas de carga demasiado a diferencia del l título anterior y ni hablar de las físicas hay viento y se mueve la cámara no los arbomes y etc etc,Kingdom Hearts III,,
yo no sé si será goty o no pienso que elden ring lo merece mucho más pero no me disgusta que ragnarok lo sea acabo de terminarlo y es de lejos el mejor god of war de toda la franquicia igualmente el hecho de ser goty o no jamás quita que un juego sea una obra maestra lo que si me dio un poco de rabia es que mucha gente ha hablado de goty sin haber sido lanzado el juego y mucho menos haberlo jugado y dejan su criterio a la altura del betún,Kingdom Hearts III,,
no entiendo la mentira de los 4k gente tengo una pc de mas de 2000 y os aseguro que jugar un juego a 4k es muy exigente asi que no no existen los 4k en consola es mentira 500 cuesta la consola no os engañeis ponedlo siempre modo rendimiento y jugadlo a 60fps o con un poco mas de presupuesto jugais a 120 o 240fps en pc,Kingdom Hearts III,,
es un juegazo pocas veces se logra empatizar tanto con los personajes que no querés que se muera ninguno aún así el pequeño punto flojo son las adaptaciones de la mitología nórdica asgard odin fenrir j rmundgander ragnarok que justamente es el subtítulo del juego la descendencia de loki a veces da la sensación de guionazo,Kingdom Hearts III,,
como fan de 12 años permiso una semana del trabajo y jugar en la dificultad máxima quot quiero god of war quot bueno trabajare en navidad xd estoy totalmente agradecido que hayan respetado la dificultad como de las otras sagas br br no pensé que iba demorar casi 50 horas en pasarme la campaña y todas las misiones secundarias xdxd valió la pena xdxd,Kingdom Hearts III,,
decir que no es un juego es continuista es literalmente mentir a tus espectadores br el juego es una continuacion al anterior en todo con mejoras en ciertos aspectos por supuesto es un juegazo digno de goty pero no hace falta engañar o exagerar sus virtudes,Kingdom Hearts III,,
me gusto todo menos la batalla final duro muy poco tiempo,Kingdom Hearts III,,
plague of tale requiem elden ring gow ragnarok madre mía que juegazos,Kingdom Hearts III,,
juego de la década,Kingdom Hearts III,,
a href https www youtube com watch v v qywkgvimy amp t 1m47s 1 47 a,Kingdom Hearts III,,
lo mejor de este juego en opinión personal y es ver el lado sentimental de kratos luego de varios juegos,Kingdom Hearts III,,
nunca decepcionando el goty como siempre tan god,Kingdom Hearts III,,
primera mentirna no pone toda la carne esta hecho para play 4 sin demeritar su calidad pero no mientas,Kingdom Hearts III,,
,Kingdom Hearts III,,
no encuentro competidor este año para robarle el goty,Kingdom Hearts III,,
si no hay ira y venganza lo siento pero no es kratos,Kingdom Hearts III,,
es igual practicamente al 2018,Kingdom Hearts III,,
que año mas bonito para mi por dios elden ring luego me sacan persona 5 royal para pc y ahora esto,Kingdom Hearts III,,
según este análisis es un juegazo pero entras a la página de 3djuegos y le pusieron un 6 a ver si se ponen de acuerdo,Kingdom Hearts III,,
cuanto te han pagado para llamar a ese juego el juego de año porque madre mía jajajajajajajajaja,Kingdom Hearts III,,
la verdad me está decepcionando mucho empieza bien pero se va volviendo tedioso parece el simulador de quot acércate y apreta circulo quot las muertes de los enemigos son todas iguales sindri te da todos los artilugios pero además lo hace por fasticulos como si fuera de planeta de agostini para colmo las voces sindri y brok son homer y un chaval la voz de thor impone menos autoridad que un policía en una fiesta de strippers se nota la poca voluntad que han puesto en este supuesto juego del año,Kingdom Hearts III,,
no me gustó el final flojo,Kingdom Hearts III,,
cuando dicen quot continuista quot en serio me cago de risa o sea es en serio ustedes tienen conflictos,Kingdom Hearts III,,
a alguien mas le gusta que los analisis sean solo con el,Kingdom Hearts III,,
gracias por los spoilers hijos de perra,Kingdom Hearts III,,
a lo importante cuando estará en pc x 39 d,Kingdom Hearts III,,
cuantas armas tiene kratos como sean solo 2 es un timazo,Kingdom Hearts III,,
me alegro que as vuelto tio me gusta muchio como analisas los juegos,Kingdom Hearts III,,
no entiendo en diferentes lados salieron con que el juego es una obra maestra el mejor juego etc br br y acá me vienen con que es una caca pepino etc br br que alguien me explique qué pasa por favor,Kingdom Hearts III,,
muchas ganas no me paso a una series x solo por este juego cuando saquen un elder scroll nuevo caerá seguro,Kingdom Hearts III,,
hola tengo una pregunta tengo una tienda en español y soy frances queria saber si el dios de la guerra ragnarok que tienes en la tienda en español y si tiene el idioma frances para saber si lo compro en mi tienda o en frances cuenta,Kingdom Hearts III,,
juegazo,Kingdom Hearts III,,
elden ring le gana,Kingdom Hearts III,,
hay spoilers es para verme el vídeo entero,Kingdom Hearts III,,
bueno le pondría un 8 0 por qué se ve demasiado igual además no se porque no retiraron al estorboso que tiene a su lado gráficamente se ve muy bien gracias,Kingdom Hearts III,,
quot dejemos atras estos juegos integeneracionales quot xd pues que saquen mas ps5 de stock y no la vendan por casi 900 pavos como la estan vendiendo veras como ya no te chirria majo,Kingdom Hearts III,,
de verdad por lo que veo de verdad m me encanta lo que yo veoo omg,Kingdom Hearts III,,
pero quiero spoilers ctm,Kingdom Hearts III,,
yo tengo una pregunta tengo una ps4 y de momento no tengo pensando comrparme una ps5 renta comprarse el gow ragnarok para ps4 o tendria que esperar a tener una ps5 o una ps4 pro,Kingdom Hearts III,,
es una joya así de sencillo,Kingdom Hearts III,,
ya espero que salga para pc sería increíble poder jugarlo en un pc yo que tengo una pc de última generación espero con ansias que salga y poder jugar a gusto br br y creo que hay más de 1 que espera lo mismo que yo,Kingdom Hearts III,,
antes de siquiera ver el juego con ver el amor que le tiene el mismo creador ahi ya te das cuenta que sera un juegazo y buscara mejorar todo lo posible porque justamente es un juego practicamente hecho por mayor fanatico de su franquicia el br br,Kingdom Hearts III,,
es un juego histórico,Kingdom Hearts III,,
ya me tienen hinchado con lo de continuismo entiendan señores este juego es una secuela si cambiarán la formula del juego pierde la esencia de la cual se creo está jugabilidad en el 2018 así que no pueden alterar el gameplay porque no sería de mucho agrado para lo que ya habían jugado la entrega anterior este análisis con respecto a lo de ese tema la verdad no tiene sentido continuismo ya no saben que decir,Kingdom Hearts III,,
hola q tal una pregunta y qtal el juego en el ps4 tiene buen rendimiento,Kingdom Hearts III,,
cuando sale el juego del año en mi gamepass,Kingdom Hearts III,,
el goty estará entre god of war elden ring y horizon forbidden west,Kingdom Hearts III,,
ya solo falta que confirmen la fecha de salida en pc,Kingdom Hearts III,,
que ganas ya que pasen los días ya queda poco y este año por fin los goty van a merecer la pena con elder ring god of war y calisto protocol y me atrevería decir que el a plage tale también se lo merece,Kingdom Hearts III,,
a href https www youtube com watch v v qywkgvimy amp t 7m30s 7 30 a cuando el juego es perfecto pero hay que buscarle una pega si o sí,Kingdom Hearts III,,
parece un dlc,Kingdom Hearts III,,
esta bueno el dlc de 80 dólares mas de lo mismo,Kingdom Hearts III,,
es verdad lo q dice saselandia q ese juego rompe el ps4 confirmen,Kingdom Hearts III,,
es verdad álvaro ya dejemos juegos intergeneracionales de la escala y calidad de gow y horizon forbiden west mejor vayamos por el camino de xbox por mas indies como as duck falls pentiment y 0 aaa maquillaste bien la mitad del análisis pero tuviste que derrapar a la mitad sacando todo el veneno pero buen por suerte al final encarrilaste de nuevo,Kingdom Hearts III,,
soy muy fiel a esta página y me encanta los análisis de álvaro espero por favor que este god of war no se marque un abby o un raiden en metal gear me compro el juego para jugar con kratos igual que me compre el juego para jugar con joel y al final paso lo que pasó como me gaste 80 y se marquen un abby perderéis un seguidor para siempre soy 1000 y 80 conforme esta la vida no son moco de pavo,Kingdom Hearts III,,
para llegar al punto que un fanboy radical de xbox como álvaro castellano que después de llorar con sh2 remake porque es exclusivo de consola en ps5 diga que gow ragnarok quiere decir que el juego es una obra maestra y el goty pero buen los usuarios de ps ya sabemos de la calidad de los juegos de ps habemus goty,Kingdom Hearts III,,
que ganas de que salga en pc para seguir con las aventuras de shrek y cj,Kingdom Hearts III,,
que emoción y hype tan grande ya quiero que llegue mi reserva,Kingdom Hearts III,,
gow siendo gow seguramente obtenga el goty,Kingdom Hearts III,,
una estafa en pocas palabras,Kingdom Hearts III,,
goty,Kingdom Hearts III,,
ubisoft activision ea tienen mucho q aprender de sony de como hacer un buen juego,Kingdom Hearts III,,
que maravilla br el próximo god of war ya exclusivo en ps5 va ser increíble,Kingdom Hearts III,,
cuál será el juego quot cal od war quot porq no para llamar al juego con ese nombre,Kingdom Hearts III,,
